iter	Recall	Logloss
1722	1	0.009902640202
1723	1	0.009895108957
1724	1	0.009886437256
1725	1	0.00987839878
1726	1	0.009870588721
1727	1	0.009862151939
1728	1	0.009855835123
1729	1	0.009849268756
1730	1	0.009841840746
1731	1	0.009833334057
1732	1	0.009825068791
1733	1	0.009818984456
1734	1	0.009812560341
1735	1	0.00980507543
1736	1	0.009794089487
1737	1	0.009786626523
1738	1	0.009780171519
1739	1	0.009766583577
1740	1	0.009760126135
1741	1	0.009746632486
1742	1	0.009733155907
1743	1	0.009719866289
1744	1	0.009706617314
1745	1	0.009693471574
1746	1	0.009680427442
1747	1	0.009667908425
1748	1	0.009655198383
1749	1	0.009645995877
1750	1	0.009633759739
1751	1	0.009622251932
1752	1	0.009610782331
1753	1	0.009599459859
1754	1	0.009588193475
1755	1	0.009580358217
1756	1	0.009572556287
1757	1	0.009561002146
1758	1	0.009553830191
1759	1	0.009543236051
1760	1	0.009536281131
1761	1	0.009528869379
1762	1	0.009518771903
1763	1	0.009511204079
1764	1	0.009503724858
1765	1	0.009493077882
1766	1	0.009485395443
1767	1	0.009475449161
1768	1	0.009467970753
1769	1	0.009460810991
1770	1	0.009450444454
1771	1	0.009443237545
1772	1	0.009432918155
1773	1	0.009425660035
1774	1	0.009415351213
1775	1	0.009407862237
1776	1	0.009397589181
1777	1	0.009389017463
1778	1	0.009380587184
1779	1	0.009372163407
1780	1	0.009362134212
1781	1	0.009353837244
1782	1	0.009343890149
1783	1	0.00933566959
1784	1	0.009327325475
1785	1	0.009317306847
1786	1	0.009309112301
1787	1	0.009300944579
1788	1	0.009291039753
1789	1	0.009282660685
1790	1	0.009273372014
1791	1	0.009263811845
1792	1	0.009254810118
1793	1	0.009245727917
1794	1	0.009236788781
1795	1	0.009227795996
1796	1	0.009218850357
1797	1	0.009211110205
1798	1	0.009202361281
1799	1	0.009193674134
1800	1	0.009185903906
1801	1	0.00917746875
1802	1	0.009169060418
1803	1	0.009160913018
1804	1	0.009153457371
1805	1	0.009145167718
1806	1	0.009136927651
1807	1	0.009129593934
1808	1	0.009121572529
1809	1	0.009113206466
1810	1	0.009105380963
1811	1	0.00909818137
1812	1	0.009089482843
1813	1	0.009081551667
1814	1	0.009074421167
1815	1	0.009066319288
1816	1	0.009058235292
1817	1	0.009050026113
1818	1	0.009042659882
1819	1	0.009035618798
1820	1	0.009028383438
1821	1	0.00902140332
1822	1	0.009013920035
1823	1	0.009006700933
1824	1	0.008998727487
1825	1	0.008991314109
1826	1	0.008984517699
1827	1	0.008977422966
1828	1	0.008970862289
1829	1	0.008963849656
1830	1	0.008955907099
1831	1	0.008948962747
1832	1	0.008942505305
1833	1	0.008935347981
1834	1	0.008928549946
1835	1	0.008922036415
1836	1	0.00891641948
1837	1	0.008909506017
1838	1	0.008901753672
1839	1	0.008896195264
1840	1	0.00888943137
1841	1	0.008883067407
1842	1	0.008876991201
1843	1	0.008871001159
1844	1	0.008863291896
1845	1	0.008856764546
1846	1	0.008850488374
1847	1	0.008844979551
1848	1	0.008838287189
1849	1	0.008830589306
1850	1	0.008825244683
1851	1	0.008818803498
1852	1	0.008812215996
1853	1	0.008806863244
1854	1	0.008799236894
1855	1	0.00879398819
1856	1	0.008787742906
1857	1	0.008779598758
1858	1	0.008774166345
1859	1	0.00876636035
1860	1	0.008759297319
1861	1	0.008752023755
1862	1	0.008746610038
1863	1	0.008740046109
1864	1	0.008733553713
1865	1	0.008726262265
1866	1	0.008719761741
1867	1	0.008714359404
1868	1	0.008707244349
1869	1	0.008699084756
1870	1	0.00869266308
1871	1	0.008685340743
1872	1	0.008679974173
1873	1	0.008673735392
1874	1	0.008667447027
1875	1	0.008660531125
1876	1	0.008653330719
1877	1	0.008648092582
1878	1	0.008642031007
1879	1	0.008635756461
1880	1	0.008627761067
1881	1	0.008621406859
1882	1	0.008616186605
1883	1	0.008609419459
1884	1	0.008602337732
1885	1	0.008596197309
1886	1	0.008590091839
1887	1	0.008583110095
1888	1	0.008576404727
1889	1	0.008571346235
1890	1	0.008565659393
1891	1	0.008558798767
1892	1	0.008551294347
1893	1	0.00854473936
1894	1	0.008539661359
1895	1	0.008534519953
1896	1	0.008528871317
1897	1	0.00852083528
1898	1	0.008513040665
1899	1	0.00850808053
1900	1	0.008500031487
1901	1	0.00849356429
1902	1	0.008488332656
1903	1	0.008482565341
1904	1	0.008476177805
1905	1	0.008470951861
1906	1	0.008462738618
1907	1	0.008454679008
1908	1	0.00844884016
1909	1	0.00844192751
1910	1	0.008434393014
1911	1	0.008427786003
1912	1	0.008421177367
1913	1	0.008414667088
1914	1	0.008406856216
1915	1	0.008399255878
1916	1	0.00839285371
1917	1	0.008386493812
1918	1	0.008380315997
1919	1	0.008372601044
1920	1	0.008365090934
1921	1	0.008357629597
1922	1	0.008351397319
1923	1	0.008343267802
1924	1	0.00833581378
1925	1	0.008328607684
1926	1	0.008320782181
1927	1	0.008312971309
1928	1	0.008306705704
1929	1	0.008300304349
1930	1	0.008292512986
1931	1	0.008284834612
1932	1	0.008278582013
1933	1	0.008270877627
1934	1	0.008262552208
1935	1	0.008255041286
1936	1	0.008247820558
1937	1	0.008241634614
1938	1	0.00823439519
1939	1	0.008227134632
1940	1	0.008219985436
1941	1	0.008213881592
1942	1	0.008206599899
1943	1	0.008199640915
1944	1	0.008192856699
1945	1	0.008186912178
1946	1	0.008179273634
1947	1	0.008172301645
1948	1	0.00816571333
1949	1	0.008158595024
1950	1	0.008152524508
1951	1	0.00814565494
1952	1	0.008138772366
1953	1	0.008132638446
1954	1	0.008125668082
1955	1	0.008117760479
1956	1	0.008111185983
1957	1	0.008104792757
1958	1	0.008097939446
1959	1	0.008091382834
1960	1	0.008084735179
1961	1	0.008079284883
1962	1	0.008072586018
1963	1	0.008066350489
1964	1	0.008060121463
1965	1	0.008053273843
1966	1	0.008046878991
1967	1	0.008039785071
1968	1	0.008034094978
1969	1	0.008027575757
1970	1	0.00802085088
1971	1	0.008014905546
1972	1	0.008007363735
1973	1	0.008001932947
1974	1	0.007995201567
1975	1	0.007989345649
1976	1	0.007983419011
1977	1	0.007977851661
1978	1	0.007971182872
1979	1	0.007964206818
1980	1	0.007958477708
1981	1	0.007951639842
1982	1	0.007945336032
1983	1	0.007938808682
1984	1	0.007932571528
1985	1	0.00792596533
1986	1	0.007919225821
1987	1	0.007911849022
1988	1	0.007905983349
1989	1	0.007899837236
1990	1	0.00789256042
1991	1	0.007884934883
1992	1	0.007878718863
1993	1	0.007872106162
1994	1	0.007864930955
1995	1	0.00785782159
1996	1	0.007851764893
1997	1	0.00784546027
1998	1	0.007838521608
1999	1	0.00783334281
2000	1	0.007827988433
2001	1	0.007823294919
2002	1	0.007818325842
2003	1	0.007813116969
2004	1	0.007807297629
2005	1	0.007801969264
2006	1	0.007796093836
2007	1	0.007790220035
2008	1	0.007785051805
2009	1	0.007778630941
2010	1	0.007772888012
2011	1	0.007766806115
2012	1	0.00776033648
2013	1	0.007755195074
2014	1	0.007748727064
2015	1	0.00774402217
2016	1	0.007737904508
2017	1	0.007731255228
2018	1	0.007725097734
2019	1	0.007720478192
2020	1	0.007714583256
2021	1	0.007709842595
2022	1	0.007704012689
2023	1	0.00769927528
2024	1	0.007693349455
2025	1	0.007687569946
2026	1	0.007681490488
2027	1	0.007676136111
2028	1	0.007670478533
2029	1	0.007665811843
2030	1	0.007661197991
2031	1	0.007655563986
2032	1	0.007649864139
2033	1	0.007644209812
2034	1	0.007638265291
2035	1	0.00763279955
2036	1	0.007628413301
2037	1	0.007622828882
2038	1	0.007617271287
2039	1	0.007612685885
2040	1	0.007607049441
2041	1	0.007602433963
2042	1	0.007596687782
2043	1	0.007592056046
2044	1	0.007586652084
2045	1	0.007581305022
2046	1	0.007576847241
2047	1	0.00757156277
2048	1	0.007566655472
2049	1	0.007560137064
2050	1	0.007554701399
2051	1	0.007550338724
2052	1	0.007544846971
2053	1	0.00753902438
2054	1	0.007534577166
2055	1	0.007530429089
2056	1	0.007524794271
2057	1	0.007519257811
2058	1	0.007513647379
2059	1	0.00750899776
2060	1	0.007503810834
2061	1	0.007498045144
2062	1	0.00749365158
2063	1	0.007488964569
2064	1	0.007483319184
2065	1	0.007477664044
2066	1	0.007472604739
2067	1	0.007466093647
2068	1	0.007461688702
2069	1	0.007456035188
2070	1	0.007450695443
2071	1	0.007446373411
2072	1	0.007441554715
2073	1	0.007435093208
2074	1	0.007430601286
2075	1	0.007425455816
2076	1	0.007420051854
2077	1	0.007415777781
2078	1	0.007410219373
2079	1	0.007405459204
2080	1	0.007400131651
2081	1	0.007393725419
2082	1	0.007388136122
2083	1	0.00738369216
2084	1	0.007379599357
2085	1	0.007375438274
2086	1	0.007370307436
2087	1	0.00736462222
2088	1	0.007360491213
2089	1	0.007355523761
2090	1	0.007350024693
2091	1	0.007343497344
2092	1	0.007339384219
2093	1	0.007334221679
2094	1	0.007327866658
2095	1	0.007323832383
2096	1	0.007319527421
2097	1	0.007313006574
2098	1	0.007307329487
2099	1	0.00730313345
2100	1	0.007296778429
2101	1	0.007290737989
2102	1	0.00728481948
2103	1	0.00728070473
2104	1	0.007275944561
2105	1	0.007271256737
2106	1	0.007265291894
2107	1	0.007261557567
2108	1	0.007255349676
2109	1	0.007249398651
2110	1	0.00724578463
2111	1	0.007240985443
2112	1	0.00723521894
2113	1	0.007231662632
2114	1	0.007226718754
2115	1	0.007220843327
2116	1	0.007216777349
2117	1	0.007212239093
2118	1	0.007206716452
2119	1	0.00720235215
2120	1	0.007196766918
2121	1	0.00719324475
2122	1	0.007188814607
2123	1	0.007183149713
2124	1	0.007179516182
2125	1	0.007175197401
2126	1	0.007171001364
2127	1	0.007166381822
2128	1	0.007160913642
2129	1	0.007157143549
2130	1	0.007153075946
2131	1	0.007147413491
2132	1	0.007143064634
2133	1	0.007138281704
2134	1	0.007133999503
2135	1	0.007127911104
2136	1	0.007123889834
2137	1	0.007119305244
2138	1	0.007113581824
2139	1	0.007108884246
2140	1	0.007104740232
2141	1	0.007099771968
2142	1	0.007094727295
2143	1	0.007088720182
2144	1	0.007084993984
2145	1	0.007080269581
2146	1	0.007075994696
2147	1	0.007071469446
2148	1	0.007065482656
2149	1	0.00706101512
2150	1	0.007055816814
2151	1	0.007050742876
2152	1	0.007046677711
2153	1	0.00704170457
2154	1	0.007037897085
2155	1	0.007032859727
2156	1	0.00702769231
2157	1	0.007023274359
2158	1	0.007017946807
2159	1	0.007014043403
2160	1	0.007009600253
2161	1	0.007005869178
2162	1	0.007000576579
2163	1	0.006996676426
2164	1	0.006992085334
2165	1	0.006987485301
2166	1	0.006982238222
2167	1	0.006977854412
2168	1	0.006974024979
2169	1	0.006969169705
2170	1	0.006964788333
2171	1	0.006961062135
2172	1	0.00695600852
2173	1	0.006952342474
2174	1	0.006947802593
2175	1	0.006943312297
2176	1	0.006939516192
2177	1	0.006935165709
2178	1	0.006930677852
2179	1	0.00692625665
2180	1	0.006922253263
2181	1	0.006917933669
2182	1	0.006913390537
2183	1	0.006909570859
2184	1	0.00690605682
2185	1	0.006901365745
2186	1	0.006896915279
2187	1	0.0068930387
2188	1	0.006888797955
2189	1	0.006885305864
2190	1	0.006880961884
2191	1	0.006877308845
2192	1	0.006873717583
2193	1	0.006870240123
2194	1	0.006865856313
2195	1	0.00686230407
2196	1	0.006858663223
2197	1	0.006855042698
2198	1	0.006851530285
2199	1	0.006846791251
2200	1	0.006842679752
2201	1	0.006839399007
2202	1	0.006833934079
2203	1	0.006830394841
2204	1	0.006826805206
2205	1	0.006823425291
2206	1	0.006820025866
2207	1	0.006816002564
2208	1	0.006811223293
2209	1	0.006807385731
2210	1	0.006803573776
2211	1	0.006798594132
2212	1	0.006794863056
2213	1	0.00679002851
2214	1	0.006786616486
2215	1	0.006782721617
2216	1	0.006778213844
2217	1	0.006774583159
2218	1	0.006770814692
2219	1	0.006764999417
2220	1	0.006761526834
2221	1	0.006757697808
2222	1	0.00675276653
2223	1	0.006749015539
2224	1	0.006745086124
2225	1	0.006741764329
2226	1	0.006737391086
2227	1	0.006731957047
2228	1	0.006726359621
2229	1	0.006723174795
2230	1	0.006719930223
2231	1	0.006715146074
2232	1	0.006712040503
2233	1	0.006708318369
2234	1	0.006704203619
2235	1	0.006700845245
2236	1	0.006696868276
2237	1	0.00669285798
2238	1	0.006689519928
2239	1	0.006686268852
2240	1	0.006682302451
2241	1	0.00667936108
2242	1	0.006676063671
2243	1	0.006673058489
2244	1	0.006669223773
2245	1	0.006665210632
2246	1	0.006662333477
2247	1	0.006659250259
2248	1	0.006655257033
2249	1	0.006651436542
2250	1	0.006647479083
2251	1	0.006644517389
2252	1	0.006640942792
2253	1	0.006636941437
2254	1	0.00663340098
2255	1	0.006629492293
2256	1	0.006625860794
2257	1	0.006622488195
2258	1	0.006618752242
2259	1	0.006615072378
2260	1	0.006611453885
2261	1	0.006608818559
2262	1	0.006605186654
2263	1	0.006600960947
2264	1	0.006597644436
2265	1	0.006594022692
2266	1	0.00659090127
2267	1	0.006587659136
2268	1	0.006584047146
2269	1	0.006580453446
2270	1	0.006577081253
2271	1	0.006573518036
2272	1	0.006569672752
2273	1	0.006566667164
2274	1	0.006563060864
2275	1	0.006560613718
2276	1	0.006557972296
2277	1	0.006555337376
2278	1	0.006551829027
2279	1	0.006549394887
2280	1	0.006545371585
2281	1	0.00654189697
2282	1	0.006538397563
2283	1	0.006535096496
2284	1	0.006532535142
2285	1	0.006529021916
2286	1	0.00652651543
2287	1	0.006523986996
2288	1	0.006520472958
2289	1	0.00651784576
2290	1	0.006515286844
2291	1	0.006512792145
2292	1	0.006509748352
2293	1	0.006506002238
2294	1	0.006503408775
2295	1	0.006500386117
2296	1	0.006496550588
2297	1	0.006493679123
2298	1	0.006491054771
2299	1	0.006487272891
2300	1	0.006484399801
2301	1	0.006481869335
2302	1	0.006477994788
2303	1	0.006475145677
2304	1	0.006472601799
2305	1	0.00647000224
2306	1	0.00646718605
2307	1	0.006463384255
2308	1	0.00646056075
2309	1	0.006458019717
2310	1	0.006454243528
2311	1	0.006451294434
2312	1	0.006448335992
2313	1	0.006443493316
2314	1	0.006440569015
2315	1	0.006435791369
2316	1	0.006433023952
2317	1	0.006428280853
2318	1	0.006425354519
2319	1	0.00642063662
2320	1	0.006417956992
2321	1	0.006413058229
2322	1	0.006410391201
2323	1	0.006405560312
2324	1	0.006402805494
2325	1	0.006397968915
2326	1	0.006395223039
2327	1	0.00639088922
2328	1	0.006386360719
2329	1	0.006383765224
2330	1	0.006379022125
2331	1	0.006375949068
2332	1	0.006371429915
2333	1	0.006368348324
2334	1	0.006364071406
2335	1	0.006361191
2336	1	0.006356720212
2337	1	0.006353678451
2338	1	0.006349152795
2339	1	0.006346208985
2340	1	0.006341949544
2341	1	0.006339094337
2342	1	0.006335193372
2343	1	0.006331512694
2344	1	0.006326980535
2345	1	0.006324154998
2346	1	0.006318583584
2347	1	0.006315496709
2348	1	0.006312686209
2349	1	0.006309760688
2350	1	0.006306554321
2351	1	0.006301133695
2352	1	0.00629837278
2353	1	0.006295831747
2354	1	0.006291391849
2355	1	0.006288806515
2356	1	0.006283391985
2357	1	0.006280464432
2358	1	0.006277343416
2359	1	0.006274146803
2360	1	0.006271215999
2361	1	0.006266499725
2362	1	0.006263934712
2363	1	0.006261381893
2364	1	0.006255811292
2365	1	0.006253147922
2366	1	0.006250248007
2367	1	0.006244913138
2368	1	0.006242408278
2369	1	0.006239903418
2370	1	0.006234623418
2371	1	0.006231748295
2372	1	0.006228891462
2373	1	0.006225748092
2374	1	0.006222618541
2375	1	0.006219727161
2376	1	0.006217260912
2377	1	0.006211817526
2378	1	0.006209215934
2379	1	0.006206341624
2380	1	0.006201725333
2381	1	0.00619928347
2382	1	0.006193903487
2383	1	0.006191316121
2384	1	0.006188592599
2385	1	0.006186198289
2386	1	0.006181164995
2387	1	0.006178644284
2388	1	0.006174705927
2389	1	0.006171631245
2390	1	0.006168910567
2391	1	0.006166139086
2392	1	0.006163349314
2393	1	0.006160691228
2394	1	0.006157835614
2395	1	0.006154660136
2396	1	0.006152156495
2397	1	0.006147175225
2398	1	0.006144816682
2399	1	0.006142426843
2400	1	0.006137658951
2401	1	0.006135167503
2402	1	0.006132822779
2403	1	0.006127987013
2404	1	0.006125506132
2405	1	0.006123116293
2406	1	0.006120206217
2407	1	0.006115362322
2408	1	0.006112899325
2409	1	0.006110345692
2410	1	0.006105494888
2411	1	0.006102188131
2412	1	0.006099732856
2413	1	0.006096111925
2414	1	0.00609355179
2415	1	0.006088770892
2416	1	0.006085504779
2417	1	0.006083068606
2418	1	0.006079133094
2419	1	0.006076744881
2420	1	0.006072000563
2421	1	0.006068769403
2422	1	0.006065983696
2423	1	0.006063145965
2424	1	0.006058318734
2425	1	0.006054452723
2426	1	0.00605108053
2427	1	0.006048269624
2428	1	0.006045846457
2429	1	0.006043046931
2430	1	0.006038431453
2431	1	0.006035567304
2432	1	0.006032645848
2433	1	0.006029746339
2434	1	0.006025035349
2435	1	0.006021446119
2436	1	0.006018521818
